time,open,high,low,close,Volume
2026-04-09T09:29:00+05:30,795.2311336755753,795.2311336755753,789.55,791.15,130
2026-04-09T09:30:00+05:30,793.1905668377876,803.3,793.1905668377876,803.3,65
2026-04-09T09:38:00+05:30,798.2452834188938,864.35,798.2452834188938,864.35,65
2026-04-09T09:40:00+05:30,831.2976417094469,856.55,831.2976417094469,855.5749999999999,195
2026-04-09T09:48:00+05:30,843.4363208547234,908.15,843.4363208547234,904.0250000000001,260
2026-04-09T09:59:00+05:30,873.7306604273617,953.95,873.7306604273617,953.95,130
2026-04-09T10:43:00+05:30,913.8403302136809,929.55,913.8403302136809,924.025,130
2026-04-09T11:09:00+05:30,918.9326651068404,918.9326651068404,886,886,390
2026-04-09T13:02:00+05:30,902.4663325534202,910,902.4663325534202,910,325
2026-04-09T13:11:00+05:30,906.2331662767101,930,906.2331662767101,930,325
2026-04-09T13:23:00+05:30,918.116583138355,964.95,918.116583138355,964.95,65
2026-04-09T14:09:00+05:30,941.5332915691775,956.9,941.5332915691775,956.9,65
2026-04-09T14:10:00+05:30,949.2166457845888,974,949.2166457845888,970.5,195
2026-04-09T15:15:00+05:30,959.8583228922944,959.8583228922944,953.15,953.15,65
2026-04-10T09:26:00+05:30,956.5041614461472,956.5041614461472,812.4,812.4,65
2026-04-10T09:27:00+05:30,884.4520807230735,884.4520807230735,836.65,836.65,65
2026-04-10T09:40:00+05:30,860.5510403615367,860.5510403615367,811.4,811.4,130
2026-04-10T09:48:00+05:30,835.9755201807684,835.9755201807684,779.2,779.2,130
2026-04-10T09:49:00+05:30,807.5877600903842,807.5877600903842,778.15,778.15,130
2026-04-10T09:55:00+05:30,792.8688800451921,792.8688800451921,767.75,767.75,130
2026-04-10T10:09:00+05:30,780.309440022596,790.8,780.309440022596,790.8,65
2026-04-10T10:10:00+05:30,785.5547200112981,785.5547200112981,783.6,783.6,195
2026-04-10T10:11:00+05:30,784.5773600056491,784.5773600056491,782,782,65
2026-04-10T10:13:00+05:30,783.2886800028245,783.2886800028245,764.6,764.6,65
2026-04-10T10:29:00+05:30,773.9443400014122,773.9443400014122,741,741,130
2026-04-10T10:30:00+05:30,757.4721700007061,757.4721700007061,736.45,738.2249999999999,130
2026-04-10T11:00:00+05:30,747.8485850003531,747.8485850003531,746.15,746.15,260
2026-04-10T11:02:00+05:30,746.9992925001766,746.9992925001766,743.9,743.9,65
2026-04-10T12:09:00+05:30,745.4496462500883,745.4496462500883,738.1,738.1,130
2026-04-10T12:17:00+05:30,741.7748231250441,741.7748231250441,738.2,738.2,65
2026-04-10T12:21:00+05:30,739.9874115625221,748.2,739.9874115625221,748.2,195
2026-04-10T12:25:00+05:30,744.0937057812611,744.0937057812611,723,723,65
2026-04-10T12:26:00+05:30,733.5468528906306,733.5468528906306,713.85,713.85,195
2026-04-10T12:39:00+05:30,723.6984264453154,736.15,723.6984264453154,736.15,65
2026-04-10T12:54:00+05:30,729.9242132226577,747.85,729.9242132226577,747.85,65
2026-04-10T13:18:00+05:30,738.8871066113288,746.35,738.8871066113288,746.35,260
2026-04-10T13:42:00+05:30,742.6185533056644,742.6185533056644,726.45,726.45,65
2026-04-10T13:45:00+05:30,734.5342766528322,734.5342766528322,728.1,728.1,65
2026-04-10T13:46:00+05:30,731.3171383264162,731.3171383264162,724.2,724.2,260
2026-04-10T14:02:00+05:30,727.7585691632081,727.7585691632081,712.15,712.175,130
2026-04-10T14:11:00+05:30,719.9667845816041,719.9667845816041,715.55,715.55,65
2026-04-10T14:14:00+05:30,717.758392290802,721,717.758392290802,721,3900
2026-04-10T14:15:00+05:30,719.379196145401,789.6,719.379196145401,787.575,195
2026-04-10T14:17:00+05:30,753.4770980727005,782.6,753.4770980727005,782.6,715
2026-04-10T14:18:00+05:30,768.0385490363503,768.0385490363503,757.05,757.05,1495
2026-04-10T14:20:00+05:30,762.5442745181751,762.5442745181751,751.45,751.45,260
2026-04-10T14:22:00+05:30,756.9971372590876,756.9971372590876,740.5,740.5,260
2026-04-10T14:25:00+05:30,748.7485686295438,795,748.7485686295438,795,195
2026-04-10T14:28:00+05:30,771.8742843147719,790.1,771.8742843147719,790.1,520
2026-04-10T14:43:00+05:30,780.987142157386,781.1,780.987142157386,781.1,260
2026-04-10T14:46:00+05:30,781.043571078693,781.043571078693,778.8,778.8,65
2026-04-10T14:56:00+05:30,779.9217855393465,779.9217855393465,750,750,520
2026-04-10T15:00:00+05:30,764.9608927696733,764.9608927696733,740.55,740.55,195
2026-04-10T15:07:00+05:30,752.7554463848367,752.7554463848367,708.1,709.5250000000001,325
2026-04-10T15:09:00+05:30,731.1402231924184,731.1402231924184,693.05,694.2,130
2026-04-10T15:11:00+05:30,712.6701115962092,712.6701115962092,682.45,682.9,130
2026-04-10T15:12:00+05:30,697.7850557981046,697.7850557981046,691,691,65
2026-04-10T15:18:00+05:30,694.3925278990523,701.4,694.3925278990523,700.875,195
2026-04-10T15:20:00+05:30,697.6337639495262,707.45,697.6337639495262,707.45,65
2026-04-10T15:22:00+05:30,702.5418819747631,702.5418819747631,701.2,701.2,65
2026-04-10T15:25:00+05:30,701.8709409873816,703.15,701.65,702.4,130
2026-04-10T15:29:00+05:30,702.1354704936907,705.45,702.1354704936907,704.025,1040
2026-04-13T09:18:00+05:30,703.0802352468454,1192.75,703.0802352468454,1184.475,130
2026-04-13T09:24:00+05:30,943.7776176234227,1170.75,943.7776176234227,1170.75,65
2026-04-13T09:55:00+05:30,1057.2638088117114,1100.05,1057.2638088117114,1100.05,130
2026-04-13T10:24:00+05:30,1078.6569044058556,1078.6569044058556,1028.7,1028.7,130
2026-04-13T10:58:00+05:30,1053.678452202928,1053.678452202928,1009.95,1012.825,130
2026-04-13T10:59:00+05:30,1033.251726101464,1033.251726101464,1022.85,1023.9,130
2026-04-13T11:11:00+05:30,1028.575863050732,1028.575863050732,1022.85,1022.85,65
2026-04-13T11:27:00+05:30,1025.712931525366,1025.712931525366,1006.9,1006.9,65
2026-04-13T11:58:00+05:30,1016.306465762683,1016.306465762683,958.5,958.5,65
2026-04-13T12:31:00+05:30,987.4032328813415,987.4032328813415,919.05,919.0749999999999,130
2026-04-13T12:57:00+05:30,953.2391164406707,967.2,953.2391164406707,967.2,520
2026-04-13T13:02:00+05:30,960.2195582203353,960.2195582203353,950,950,65
2026-04-13T13:03:00+05:30,955.1097791101677,977.2,955.1097791101677,977.2,130
2026-04-13T13:59:00+05:30,966.1548895550839,966.1548895550839,856.8,856.8,65
2026-04-13T14:01:00+05:30,911.4774447775419,911.4774447775419,856,856,65
2026-04-13T14:05:00+05:30,883.738722388771,883.738722388771,874.75,874.75,195
2026-04-13T14:22:00+05:30,879.2443611943854,901.2,879.2443611943854,901.2,65
2026-04-13T14:23:00+05:30,890.2221805971927,890.2221805971927,880.7,880.7,65
2026-04-13T14:53:00+05:30,885.4610902985964,885.4610902985964,863.9,863.9,1430
2026-04-13T14:54:00+05:30,874.6805451492983,874.6805451492983,861.65,861.65,975
2026-04-13T15:17:00+05:30,868.1652725746492,915.1,868.1652725746492,915.1,130
2026-04-13T15:19:00+05:30,891.6326362873247,910.5,891.6326362873247,910.5,130
