time,open,high,low,close,Buy,Sell,LinReg Candles (Open),LinReg Candles (High,LinReg Candles (Low),LinReg Candles (Close),LinReg Candles (Open),LinReg Candles (High,LinReg Candles (Low),LinReg Candles (Close),Plot,Volume
2026-02-04T14:31:00+05:30,25797.014272154385,25800.45,25794.5,25797.524999999998,0,0,,,,,25794.704559375314,25796.220939283587,25789.77697462434,25792.53465909089,25797.88027597396,745337
2026-02-04T14:32:00+05:30,25797.26963607719,25801.6,25795.85,25799.025,0,0,25793.619609233116,25797.216933187956,25791.05454545456,25794.23125,,,,,25795.882142857074,712588
2026-02-04T14:33:00+05:30,25798.147318038595,25802.9,25797.3,25800.275,0,0,25793.92542961653,25799.097018001394,25793.33181818183,25796.60000000001,,,,,25794.97167207786,1124727
2026-02-04T14:34:00+05:30,25799.211159019298,25804.05,25797.1,25800.725,0,0,25795.26271480826,25800.92095218253,25795.62272727274,25798.778977272716,,,,,25794.918749999935,825609
2026-02-04T14:35:00+05:30,25799.96807950965,25800.7,25796.7,25798.6875,0,0,25797.0208460405,25801.639037658082,25797.211363636357,25799.914204545465,,,,,25795.54163961033,857600
2026-02-04T14:36:00+05:30,25799.327789754825,25806.4,25795.85,25801.312499999996,0,0,25798.467525292985,25804.029766962693,25797.750000000007,25801.130681818184,,,,,25796.570779220718,1277969
2026-02-04T14:37:00+05:30,25800.320144877413,25810.7,25800.320144877413,25806.9375,1,0,25799.799103555575,25807.03636363637,25798.50413700644,25803.253977272736,,,,,25798.063392857082,946278
2026-02-04T14:38:00+05:30,25803.628822438706,25812.15,25803.628822438706,25809.1875,0,0,25801.52654041417,25809.47272727272,25800.848755742525,25805.993750000005,,,,,25799.986120129815,820786
2026-02-04T14:39:00+05:30,25806.408161219355,25815.7,25806.408161219355,25811.95,0,0,25803.760145207063,25812.222727272736,25803.12639943429,25808.798863636363,,,,,25802.06720779215,871558
2026-02-04T14:40:00+05:30,25809.179080609676,25813.25,25806.45,25810.25,0,0,25806.279504421713,25813.775000000005,25805.307893591784,25810.582954545436,,,,,25804.06477272721,946983
2026-02-04T14:41:00+05:30,25809.714540304838,25812.75,25808.2,25810.262499999997,0,0,25808.431229483576,25815.18181818182,25807.25075138564,25811.86647727273,,,,,25805.93441558436,993977
2026-02-04T14:42:00+05:30,25809.988520152416,25812.4,25806.9,25809.6125,0,0,25810.148853378156,25815.543181818186,25808.341336452184,25812.377840909106,,,,,25807.71493506488,957373
2026-02-04T14:43:00+05:30,25809.80051007621,25809.80051007621,25803.9,25807.062499999996,0,0,25811.26334714363,25814.743344115144,25808.159194246055,25811.801136363643,,,,,25809.23928571423,1061577
